filename,title,author,date,age_years,status,reasoning,technologies_str,deprecated_services_str,deprecated_versions_str,recommendations_str,content_length,has_images,has_code_blocks
2015-12-28-running-java-jar-file-to-serve-web-requests-on-azure-app-service-web-apps.md,Running java jar file to serve web requests on Azure App Service Web Apps,Srikanth S.,2015-12-28,9.7,outdated,"Post is 9.7 years old, likely contains outdated information; References deprecated technology versions: java 7, java 8",how-to; java configuration; webapp java; dotnet; azure app service on windows; azure java webapp; java; java jar; run java jar webapp,,java 7; java 8,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Update technology versions to currently supported versions; Consider updating java 7 to 21; Consider updating java 8 to 21; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,4982,True,False
2016-01-25-meteor-on-azure-web-apps.md, Meteor 1.2 app on Azure Web Apps (OS X),Prashanth Madi,2016-01-25,9.6,outdated,"Post is 9.6 years old, likely contains outdated information; References deprecated technology versions: nodejs 0.10, nodejs 10., java 7, java 8",how-to; meteor; dotnet; azure app service on windows; nodejs,,nodejs 0.10; nodejs 10.; java 7; java 8,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Update technology versions to currently supported versions; Consider updating nodejs 0.10 to 22.; Consider updating nodejs 10. to 22.; Consider updating java 7 to 21; Consider updating java 8 to 21; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,6650,True,True
2016-01-25-using-bower-in-node-js-azure-webapps.md, Using Bower in Node.js Azure WebApps,Prashanth Madi,2016-01-25,9.6,outdated,"Post is 9.6 years old, likely contains outdated information",bower; how-to; nodejs; azure app service on windows,,,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,3286,True,False
2016-02-05-profiling-java-process-on-azure-web-apps.md,Profiling Java process on Azure web apps,Prasad K.,2016-02-05,9.6,outdated,"Post is 9.6 years old, likely contains outdated information; References deprecated technology versions: java 8",java troubleshooting; app service; new relic; profiler; webapp; azure app service on windows; debugging; azure; java,,java 8,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Update technology versions to currently supported versions; Consider updating java 8 to 21; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,2579,True,False
2016-02-23-access-oracle-databases-from-azure-web-apps-using-oci8-drivers-with-php.md,Access Oracle Databases from Azure Web Apps using OCI8 drivers with PHP,Srikanth S.,2016-02-23,9.5,outdated,"Post is 9.5 years old, likely contains outdated information; References deprecated technology versions: php 5.",how-to; azure webapp oracle; php oracle webapp; dotnet; azure app service on windows; azure php oracle web app; oracle webapp; php,,php 5.,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Update technology versions to currently supported versions; Consider updating php 5. to 8.3; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,4137,True,False
2016-02-29-how-to-upgrade-cleardb-database-for-azure-app-service.md, How to upgrade ClearDB database for Azure App Service - Deprecated,Srikanth S.,2016-02-29,9.5,outdated,"Post is 9.5 years old, likely contains outdated information",mysql upgrade; cleardb upgrade; azure web app; azure webapp; cleardb; mysql; php,,,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,3582,True,False
2016-03-02-migrating-data-between-mysql-databases-using-kudu-console-azure-app-service.md,Migrating data between MySQL databases using kudu console – Azure App Service,Srikanth S.,2016-03-02,9.5,outdated,"Post is 9.5 years old, likely contains outdated information",how-to; cleardb upgrade; dotnet; mysql migrate; azure web app; azure app service on windows; azure webapp; cleardb; database migration; mysql,,,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,4034,True,False
2016-03-25-azure-sdk-for-php-updating-blob-properties.md, Azure SDK for PHP: Updating Blob Properties,Mangesh Sangapu,2016-03-25,9.4,outdated,"Post is 9.4 years old, likely contains outdated information",how-to; properties php troubleshooting; blob; blob storage; cache; options; azure sdk; php; docker,,,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,2243,False,False
2016-04-18-sample-nodejs-app-on-azure-app-services.md, Sample Nodejs App on Azure App services,Prashanth Madi,2016-04-18,9.4,outdated,"Post is 9.4 years old, likely contains outdated information",how-to; test-app; dotnet; azure app service on windows; nodejs,,,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,796,True,False
2016-04-20-nodejs-and-npm-versions-on-azure-app-services.md, NodeJs and NPM versions on Azure App Services,Prashanth Madi,2016-04-20,9.4,outdated,"Post is 9.4 years old, likely contains outdated information; References deprecated technology versions: nodejs 4., nodejs 6., java 8",how-to; npm; dotnet; azure app service on windows; iisnode; nodejs,,nodejs 4.; nodejs 6.; java 8,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Update technology versions to currently supported versions; Consider updating nodejs 4. to 22.; Consider updating nodejs 6. to 22.; Consider updating java 8 to 21; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,5077,True,False
2016-04-25-migrating-mysql-database-from-os-disk-to-data-disk-on-azure-linux-vm.md, Migrating MySQL database from OS disk to Data disk on Azure Linux VM,Srikanth S.,2016-04-25,9.4,outdated,"Post is 9.4 years old, likely contains outdated information",how-to; mysql linux migration data; performance; azure vm; mysql; mysql os disk data disk azure linux,,,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,8417,True,False
2016-05-04-azure-webapps-java-configurator-site-extension.md, Azure Webapps - Java configurator site extension,,2016-05-04,9.3,outdated,"Post is 9.3 years old, likely contains outdated information",azure app service web app; java configuration; configuration; app service; dotnet; azure app service on windows; java,,,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,1166,True,False
2016-05-16-joomla-mail-settings.md," ""Test mail could not be sent."" or ""Could not instantiate mail function"" in Joomla Mail Settings sending a test mail.		",Edison,2016-05-16,9.3,outdated,"Post is 9.3 years old, likely contains outdated information",joomla; azure app service on windows; debugging; smtp; php,,,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,3111,True,False
2016-06-06-use-mysql-server-on-an-azure-vm.md, Use MySQL server on an Azure VM,Yi Wang,2016-06-06,9.2,outdated,"Post is 9.2 years old, likely contains outdated information",how-to; azure vm; php; mysql,,,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,2327,True,False
2016-06-15-media-files-http-404-azure-web-apps.md, Media Files - HTTP 404 - Azure App Service on Windows,Toan Nguyen,2016-06-15,9.2,outdated,"Post is 9.2 years old, likely contains outdated information",joomla; php; configuration; azure app service on windows,,,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,1303,False,False
